person	response
내가 뻔히 중풍으로 방 안에 누워있는지 아는데 친척들이 안부 물으러 들어오지도 않아서 너무 섭섭해.	중풍으로 누워있는 것을 알면서 친척들이 안부 물으러 들어오지 않아 섭섭하시군요.
의사들이 파업해서 병원이 마비가 됐어.	아프셔서 병원에 갈 일이 있으셨나요?
이석 증으로 쓰러진 경험이 있어서 너무도 무섭고 힘이 들어.	많이 놀라고 힘드시겠어요. 가족들은 어떻게 도움을 주고 있으신가요?
돈때문에 혼란스러워.	왜 그러세요?
친구에게 동창 모임에 가지 않겠다고 했는데 억지로 불러내 놓고 회비를 내라고 해.	정말 억울하시고 화가 나셨겠어요.
사람은 언젠가는 다 죽겠지?	왜 그런 생각을 하시는지 어쭤봐도 될까요?
믿고 투자한 회사 주가가 폭락했어. 투자금액의 절반도 회수가 안돼.	믿고 투자한 회사 주가가 폭락해서 투자금액을 절반 이상 잃게 됐군요.
나이가 들어가면서 노후대책을 생각하지 않을 수 없어.	특별히 노후대책을 가지고 계신가요?
어버이날인데 자식들이 우리에게 용돈 한 푼 주지 않아서 실망했어.	어버이날인데도 자식들이 챙겨주지 않아 슬프시겠어요.
대인관계가 혼란스러워.	왜 그러세요?
친구가 자꾸 괜찬은 주식 정보가 있다며 전화를 걸어 성가시게 굴어요	지금 우리 나이에 주식했다가 망하면 어쩌시려구요
노후에 초라하지 않으려면 돈이 좀 있어야 한다.	얼마큼 있으면 될까요?
곧 내가 투자한 주식이 대박이 날 거야.	좋으시겠어요. 주식이 대박나면 무엇을 하실 예정이신가요?
병 때문에 매일 병원에만 누워 있는데 이게 잘하는 건지 모르겠어.	병에 관해서 고민이 있으신가봐요?
내가 폐렴에 걸렸어. 그런데 내가 담배를 과연 끊을 수 있을지 모르겠어.	폐렴에 걸렸다면 담배는 독약과도 같은데 끊을 자신이 없는 것인가요?
돈관리 하는 것도 힘드네 이제 편히 좀 쉬고 싶은데.	재정관리 때문에 성가신 부분이 있으시군요. 몸은 괜찮으신가요?
내가 요즘 잘 때마다 소리를 지르며 깨던데 건강에 이상이 있는 건 아닌지 걱정이야.	많이 걱정되시겠어요.
빌려 준 돈을 못받고 있어서 너무 화가 나.	화가 나시겠어요. 받을 방법이 아예 없나요?
요즘 남편과 요양시설에서 운동을 하고 있는데 남편보다 내가 훨씬 빨리 힘들어 하는 것 같아서 짜증이 나.	무엇이 짜증을 느끼도록 만들었나요?
나는 평생 재정이 안정된 삶을 살고싶네.	평생 안정적인 삶을 꿈꾸고 계시군요.
친구 주병이가 건강검진에서 좋은 결과가 났더군. 나와 비교하니 우울하네.	지인과 비교해 우울하시군요. 앞으로 어떻게 하실 건가요?
우리 며느리는 참 예뻐. 나를 친 엄마처럼 항상 챙겨줘서 너무 기뻐.	며느리가 항상 챙겨주어 기쁘셨군요. 조금 더 자세히 말씀해주시겠어요?
팔 힘엔 자신이 있었는데 옆집 김 씨한테 팔씨름에 져서 나한테 실망했어.	팔 힘에 자신감이 있으셨는데 팔씨름에 지셔서 사용자 님 스스로에게 실망하셨군요.
건강에 대해 회의적이야.	왜 그러세요?
요즘 마음이 더 불안해졌어.	무슨 일 때문에 불안함이 느껴지시나요?
얼마 전에 빙판길에 길을 나서다가 미끄러져서 골절상을 입었어.	그것 참 안됐네요. 지금은 괜찮으신가요?
친구때문에 비통해.	왜 그러세요?
돈 벌기도 힘든 나이니 돈 나가는걸 막아야겠어.	꼭 써야할 지출은 어떻게 하실 건가요?
최 영감한테 비싸게 산 경운기가 작동을 안 해서 보니 고장 난 것이라서 당황스러웠어.	고장 난 경운기를 사셔서 당황스러웠겠어요.
아들에게 치료비가 부족하니 보태달라고 하였는데 알았다고 한 뒤 소식이 없어.	많이 조급하시겠어요.
간암으로 입원했는데 며느리가 아내보다 더 많이 울어서 좀 당황했어.	부인보다 며느리가 더 슬퍼해서 당황스러우셨군요.
죽으면 편안한 생각이 들 것 같아.	왜 그런 생각이 드셨나요?
친구가 몸 좋은 나를 부러워해서 자꾸 많이 먹이려고 헤.	시기가 많은 친구를 만나 화가 나시겠어요.
친구들 사이에서 내가 이간질을 한것처럼 소문이 나서 억울해서 미칠것 같아	이간질한것처럼 소문이 났군요. 많이 낙담하셨겠어요.
자식들과 손녀들이 내가 아파서 누우면 돌봐주겠대.	정말 효자 효손이네요.
내 주변 사람들은 모두 떠나고 대화를 나눌 상대가 없어 하루동안 한마디도 하지 못했어.	주변 사람들이 모두 떠나고 대화를 나눌 상대가 없어 외로우시겠어요.
오래 살다보니 사람들 만나서 어울리는게 귀찮아졌어.	귀찮아지는 시기가 있군요.
내가 갑자기 아프게 되면 가족들에게 짐이 될까 두려워.	가족들에게 짐이 될까 봐 많이 걱정되시는군요.
몸도 안 좋은데 왜 자꾸 병원에서 오라는 건지 모르겠어.	병원에서 안내받지 않으셨나요?
세탁기가 고장 나서 새것을 살건데 결정하기가 힘드네.	어떤 세탁기를 살지 결정하기가 힘들군요.
의사가 생각 보다 내 간경변증이 빠르게 진행 되고 있다니 우울 하네!	지병인 간경변증이 진행속도가 빨라졓다는 말에 많이 속상하시겠어요.
재정이 바닥나려고 해.	어디다 다 쓰셨나요?
만성 당뇨 때문에 오래 살 수가 없데.	죽음이 다가오셨나요.
이번에 가게 주인이 월세를 십만 원 내려서 재계약하자고 하네. 정말 다행이야.	월세를 십만 원 덜 내게 되어서 안도감을 느끼시는 것 같아요.
병원을 가도 돈이 있는 척을 해. 가난하다는 걸 알면 치료해주지 않을까 봐.	여러모로 상황이 몰리셔서 많이 당혹스러우시겠어요.
아무리 내가 재산이 많아도 그렇지 어쩜 용돈 한 번 안 보낼 수 있지? 자식들에게 화가 나.	사용자님을 생각하지 않은 것 같아서 화가 났군요.
나를 보면 나 자신에 불만이야.	왜 자신에게 불만이세요?
요즘 친구들에게 연락하기가 조심스러워.	왜 조심스러우세요?
약물치료에 규칙적인 생활을 하면 당뇨에 좋다고 하지만 아무 병에나 모두 이야기하는 소리일 것 같아.	고민이 많으시겠어요.
난 오래 살고 싶은 생각이 없어.	왜 그런 마음이 없으실까요?
새로 이사 가는 동네에서 잘 적응할 수 있을까?	새로운 사람들과 어울리는 것에 대해 좀 불안한 마음이 있으신가요?
내 자신이 너무 혐오스러워.	그렇게 생각하시는 이유가 있나요?
디스크 치료비 모아놓은거 모두 가져가버렸네. 진짜 징그럽다.	누가 다 가져가버린건가요?
친구 남편이 암으로 세상을 떠났어. 보면서 우리 부부가 둘 다 건강하게 살아있는 게 참 감사했어.	남편과 사용자님 모두 건강하게 살아있어서 감사했군요.
나는 이제 건강에 안 좋은 거는 하나도 안 할꺼야.	무슨 일이 있으셨어요?
남들은 자식 농사 잘 지어서 자식 덕을 보고 사는데 나는 이 나이에 장성한 아들 뒷바라지에 병구완까지 해야하니 참 어이가 없구먼.	어디가 많이 불편한가 보네요.
병원이 가까운 좋은 임대 아파트에 당첨되어서 기뻐.	병원이 가까운 임대 아파트에 당첨되어서 기쁘시겠어요.
집안 재정이 안좋은데 내탓같아서 내 자신이 혐오스럽게 느껴져.	재정 문제로 힘들고 괴로우시겠어요.
이번 주말 친구들과 여행 가기로 했어. 정말 흥분되고 신나.	친구들과 여행 가기로 하셔서 흥분되시는군요. 어디로 가기로 하셨나요?
전염병으로 집주인이 이번 달 월세를 받지 않기로 했어.	모두가 어려운 상황에 집주인 분의 의견이 큰 도움이 되시겠어요.
피부 관리는 해도해도 끝이 없어.	맞아요. 피부 관리가 원래 그렇더군요.
몸이 아픈데 아내랑 자식들 다들 돈만 축 내지. 나는 돌봐주지도 않아. 너무 화가 난다.	아픈데 아무도 돌봐주지 않으시니 서러우시겠어요. 몸은 괜찮으신가요?
나이를 먹으니 친구들과 모이는 것은 고사하고 안부도 주고받지 않아. 삶이 좀 허무해.	친구들과 연락이 없으셔서 허전하시겠어요.
요양시설이 편하고 거기서 지내고 싶은데 돈이 없어서 가지를 못하겠어.	요양시설에 지내고 싶은데 비용이 부담이 되서 고민이시겠어요.
갑작스러운 전염병 때문에 우리 가게의 영업을 중단하게 됐어.	많이 힘드시겠어요.
그동안 일을 하며 바쁘게 살아왔는데 이제 건강이 나빠져 약을 먹으며 집에서만 지내니 슬퍼.	일을 계속 해왔었는데 건강 탓에 집에만 있어서 무기력하시겠어요.
회사 신입 사원들에 좀 더 존경받는 부장이 될 수는 없을까.	존경을 받는다는건 시간이 필요하겠군요.
아까 마트에서 마스크 때문에 너무 당황스러웠어. 	마스크 때문에 당황스러운 일이 있으셨군요. 어떤 일이었는지 말씀해 주시겠어요? 
어제 아내가 밥을 차려주지 않아서 하루 종일 아내 말을 무시했어.	아내 분이 밥을 차려 주지 않아서 기분이 많이 안 좋았겠어요.
재정이 고립된 느낌이야.	왜 그러시죠?
어제부터 냉기가 약하던 냉장고가 고장이 났어.	날씨도 더운데 속상하시겠어요.
다른 사람들은 손주들이 오고 분위기가 좋은데 내 자식들은 뭐하고 결혼도 못 했는지 신경이 쓰여.	저런 속상하시겠네요.
요즘 주변 이웃들이 전부 먹고사는데만 바빠 함께 이야기할 사람이 없으니 외로워.	그렇군요. 이웃들과 원만한 관계를 쌓지못해 외로우시군요.
칠십대가 되니 죽음에 대해 생각하게 돼. 내가 고통 없이 죽을 수 있을까? 불안해.	죽음과 고통에 관해 생각하시며 불안을 느끼시는군요. 혹시 바라시는 죽음이 있나요?
산에서 뱀에 물려서 혼자 입원해 있는데 너무 당황스럽고 외롭네.	뱀에 물려서 입원하게 되어 황당하고 외로우시군요.
이직한 회사 월급이 적어서 실망스러워.	월급이 많은게 최고인데 말이죠.
나와 살고 있는 손자가 나를 창피해 하는 것 같아.	손자가 창피해 하는 것 같아서 마음이 안 좋으시군요.
건강검진 했는데 모두 이상 없다고 해서 기분이 좋아.	결과 이상이 없어 다행이군요.
대화를 할 사람이 없어.	주변에 대화를 할 사람이 없군요.
다음달부터 생활비로 쓸 돈이 없어. 어쩌면 좋지?	경제적으로 어려움을 느끼고 계시군요.
정년 날짜가 코앞으로 다가왔어. 근데 아직 제대로 노후 준비를 못 한 것 같아서 걱정이야.	정년 날짜가 코앞인데 제대로 노후 준비를 못 한 것 같아 걱정이시군요.
겨울인데 가스가 끊겨서 추운 곳에 있으니 관절염이 심해졌어.	겨울인데 가스가 끊겨서 추운 곳에 있으니 관절염이 심해지셨군요.
내 친구가 아파서 너무 비통한 마음이 들어.	힘들고 슬프시겠어요.
친구가 갑자기 사업이 망했는데 큰 돈을 빌려달래.	그래서 어떻게 하셨어요?
노후 재정이 초라해질까봐 불안해.	노후 준비에 어려움이 있으시군요.
내가 언제라도 세상을 떠난다면 남아있는 남편이 걱정이야.	먼저 세상을 떠나시게 되면 남겨지는 남편분이 걱정되시는군요.
오늘 식당에 손님이 많이 찾아와서 매출이 많이 올랐어.	축하드려요.
오래된 친구들이 힘든 일을 겪으니까 이렇게 빨리 돌아서다니 너무 비통해.	친구들이 돌아서다니 비통하실 것 같아요.
친구에게 정말 배신감을 느껴.	무슨 일 있으셨어요?
얼마 전에 병을 발견해서 힘들었는데 생각치 못한 좋은 일이 생겨서 기분이 좋아졌어.	나쁜 일과 좋은 일이 함께 일어났나보군요.
며느리가 반신불구가 된 나의 수발을 들어서 그 아이가 너무 불쌍해.	사용자님의 수발을 드는 며느리 때문에 슬프시겠어요.
아내가 투병할 때는 언제 나을지 불투명했는데 드디어 완쾌가 되서 퇴원을 해 너무 좋다.	완쾌가 되셨다니 축하드려요.
자꾸 머리가 아파.	병원은 가보셨나요?
나이가 드니까 죽음 앞에서 참 초조해져.	죽음을 생각하시면 마음이 초조하신가봐요.
골다공증에 좋다는 영양제를 먹었는데 별로 효과가 없는듯 하다.	골다공증이 있어 필요한 영양제를 드셨는데 효과가 없으셔서 상심이 크시겠어요.
빈털터리가 되었는데 영순 할머니에게 알려지는 것이 두려워.	영순 할머니에게 알려지는 것이 두려우시군요. 좀 더 자세히 말씀해주시겠어요?
물리치료 받아도 디스크가 나아질 생각을 않네.	더이상 효과가 없는 건가요?
술이 너무 먹고 싶은데 의사선생님이 못먹게해.	이유를 알 수 있을까요?
오랜만에 복지관에 갔더니 아는 사람이 한 명도 없어서 외롭더라고.	복지관에 아는 사람이 없어서 외로우셨군요.
아들이 저렇게 사회생활을 못하는 수준이 된건 다 내 탓이야.	무슨 일이 있었던 건가요?
